71,Geraldine,Harrington,Mamoun's,11.52,2014-11-09
72,Geraldine,Harrington,The Crown,8.08,2014-11-01
73,Geraldine,Harrington,Vietnam Restaurant,11.13,2014-11-14
74,Geraldine,Harrington,Nattos,13.07,2014-11-15
75,Geraldine,Harrington,Jean's Place,9.3,2014-11-28
76,Alonzo,Klein,Tranquility,12.17,2014-11-27
77,Alonzo,Klein,Big Daddy Barbeque,3.13,2014-11-17
78,Alonzo,Klein,The Olive Port,6.34,2014-11-01
79,Alonzo,Klein,Chops and Ribs,2.4,2014-11-05
80,Alonzo,Klein,The Crimson Horse,9.77,2014-11-22
81,Susan,James,Midnight,13.44,2014-11-23
82,Susan,James,The Caramel Hog,2.83,2014-11-17
83,Susan,James,Big Daddy Barbeque,3.47,2014-11-27
84,Susan,James,The Caviar Salmon,5.87,2014-11-22
85,Susan,James,Chance,4.17,2014-11-06
86,Lela,Collins,A Cut Above,8.14,2014-11-03
87,Lela,Collins,Molinarinari,9.57,2014-11-16
88,Lela,Collins,Trilogy,5.81,2014-11-25
89,Lela,Collins,The Depot,6.24,2014-11-12
90,Lela,Collins,Fargo,10.03,2014-11-14
91,Greg,Townsend,The Court Bites,8.18,2014-11-29
92,Greg,Townsend,Irifune Place,9.61,2014-11-23
93,Greg,Townsend,The Caviar Salmon,4.63,2014-11-10
94,Greg,Townsend,The Magical Spices,6.49,2014-11-28
95,Greg,Townsend,The Cool Pizzeria,4.37,2014-11-06
96,Daniel,Cain,Mamoun's,11.07,2014-11-26
97,Daniel,Cain,Hofbrau Deluxe,8.82,2014-11-02
98,Daniel,Cain,Chops and Ribs,2.95,2014-11-07
99,Daniel,Cain,The Caramel Hog,3.02,2014-11-11
100,Daniel,Cain,Jean's Place,9.02,2014-11-22
101,Wilbert,Newton,The River Blossom,13.63,2014-11-26
102,Wilbert,Newton,Fargo,10.3,2014-11-14
103,Wilbert,Newton,Siam Cusine,8.45,2014-11-10
104,Wilbert,Newton,Hofbrau Deluxe,9.78,2014-11-12
105,Wilbert,Newton,Midnight,13.56,2014-11-23
106,Randy,Webb,The Caviar Salmon,4.72,2014-11-10
107,Randy,Webb,Wolfs,9.84,2014-11-29
108,Randy,Webb,Fluorescence,12.19,2014-11-04
109,Randy,Webb,China Palace,10.72,2014-11-16
110,Randy,Webb,The Mockingbird,4.66,2014-11-02
111,Andrea,Garrett,Harvest,11.46,2014-11-01
112,Andrea,Garrett,Big Daddy Barbeque,2.55,2014-11-06
113,Andrea,Garrett,The Mockingbird,3.4,2014-11-24
114,Andrea,Garrett,The Caramel Hog,3.5,2014-11-28
115,Andrea,Garrett,Chops and Ribs,5.77,2014-11-10
116,Ed,Morrison,Midnight,14.38,2014-11-18
117,Ed,Morrison,Vietnam Restaurant,10.51,2014-11-21
118,Ed,Morrison,Fluorescence,13.9,2014-11-29
119,Ed,Morrison,Irifune Place,11.27,2014-11-15
120,Ed,Morrison,Estradanas,7.32,2014-11-23
121,Lee,Wolfe,Ranch House,10.26,2014-11-29
122,Lee,Wolfe,Fangs,9.32,2014-11-27
123,Lee,Wolfe,China Palace,10.36,2014-11-05
124,Lee,Wolfe,The Mockingbird,4.08,2014-11-11
125,Lee,Wolfe,The Crown,6.77,2014-11-23
126,Stacey,Banks,Siam Cusine,8.29,2014-11-24
127,Stacey,Banks,The Hot Oak,10.04,2014-11-08
128,Stacey,Banks,Chance,5.45,2014-11-22
129,Stacey,Banks,The Olive Port,7.22,2014-11-04
130,Stacey,Banks,The Amber Lion,6.89,2014-11-06
131,Georgia,Munoz,Fangs,8.69,2014-11-01
132,Georgia,Munoz,Vietnam Restaurant,9.06,2014-11-23
133,Georgia,Munoz,Fargo,9.56,2014-11-24
134,Georgia,Munoz,Tranquility,13.63,2014-11-03
135,Georgia,Munoz,Starlight,13.67,2014-11-18
136,Bernadette,Frank,Tranquility,13.69,2014-11-29
137,Bernadette,Frank,Fluorescence,13.94,2014-11-22
138,Bernadette,Frank,A Cut Above,9.01,2014-11-25
139,Bernadette,Frank,The Mockingbird,4.18,2014-11-15
140,Bernadette,Frank,China Palace,9.32,2014-11-28
141,Jared,Turner,Big Daddy Barbeque,3.91,2014-11-05
142,Jared,Turner,Interlude,12.81,2014-11-14
143,Jared,Turner,The Court Bites,9.73,2014-11-15
144,Jared,Turner,Molinarinari,9.69,2014-11-04
145,Jared,Turner,Chance,5.39,2014-11-26
146,Marjorie,Stevenson,Trilogy,7.63,2014-11-02
147,Marjorie,Stevenson,Starlight,13.2,2014-11-05
148,Marjorie,Stevenson,Chance,5.85,2014-11-24
149,Marjorie,Stevenson,China Palace,10.27,2014-11-08
150,Marjorie,Stevenson,Interlude,12.45,2014-11-09
151,John,Porter,Ranch House,7.99,2014-11-20
152,John,Porter,The Cool Pizzeria,6.78,2014-11-17
153,John,Porter,The Indian Smith,6.15,2014-11-06
154,John,Porter,The Noodle Fiddler,7.14,2014-11-19
155,John,Porter,Midnight,13.93,2014-11-24
156,Gilberto,Hudson,The Crimson Horse,7.11,2014-11-03
157,Gilberto,Hudson,Hofbrau Deluxe,8.55,2014-11-22
158,Gilberto,Hudson,Molinarinari,8.8,2014-11-04
159,Gilberto,Hudson,Fluorescence,13.53,2014-11-26
160,Gilberto,Hudson,The Hot Oak,7.77,2014-11-01
161,Laverne,Jenkins,Irifune Place,7.93,2014-11-30
162,Laverne,Jenkins,Sapphire,2.75,2014-11-21
163,Laverne,Jenkins,The Magical Spices,5.33,2014-11-13
164,Laverne,Jenkins,The Olive Port,7.18,2014-11-29
165,Laverne,Jenkins,Hofbrau Deluxe,9.74,2014-11-04
166,Ignacio,Sullivan,Chance,3.31,2014-11-27
167,Ignacio,Sullivan,Chops and Ribs,4.48,2014-11-05
168,Ignacio,Sullivan,Trilogy,6.26,2014-11-09
169,Ignacio,Sullivan,Big Daddy Barbeque,2.57,2014-11-16
170,Ignacio,Sullivan,Mary's Diner,4.13,2014-11-19
171,Jane,Brewer,The Court Bites,7.85,2014-11-03
172,Jane,Brewer,The Olive Port,7.47,2014-11-15
173,Jane,Brewer,The Sugar Badger,6.19,2014-11-02
174,Jane,Brewer,Chance,6.1,2014-11-27
175,Jane,Brewer,Jean's Place,10.43,2014-11-17
176,Jean,Norris,Wolfs,9.03,2014-11-10
177,Jean,Norris,Mamoun's,10.68,2014-11-03
178,Jean,Norris,Vietnam Restaurant,11.22,2014-11-16
179,Jean,Norris,The Crimson Horse,6.61,2014-11-23
180,Jean,Norris,Siam Cusine,8.29,2014-11-19
181,Delbert,Simmons,Midnight,13.15,2014-11-19
182,Delbert,Simmons,The Cool Pizzeria,7.47,2014-11-21
183,Delbert,Simmons,Tranquility,13.74,2014-11-08
184,Delbert,Simmons,The Depot,6.3,2014-11-07
185,Delbert,Simmons,Fluorescence,11.46,2014-11-22
186,Meredith,Stone,Mamoun's,10.32,2014-11-10
187,Meredith,Stone,Irifune Place,7.77,2014-11-01
188,Meredith,Stone,The Court Bites,9.27,2014-11-21
189,Meredith,Stone,The Crown,6.14,2014-11-25
190,Meredith,Stone,The Olive Port,7.24,2014-11-02
191,Toby,George,Interlude,13.16,2014-11-04
192,Toby,George,Bambino,3.94,2014-11-10
193,Toby,George,The Hot Oak,8.11,2014-11-14
194,Toby,George,A Cut Above,8.09,2014-11-03
195,Toby,George,Bistro Bob,4.86,2014-11-30
196,Douglas,Hawkins,Molinarinari,8.54,2014-11-02
197,Douglas,Hawkins,Chops and Ribs,3.29,2014-11-15
198,Douglas,Hawkins,Bistro Bob,5.07,2014-11-09
199,Douglas,Hawkins,Siam Cusine,7.59,2014-11-20
200,Douglas,Hawkins,Big Daddy Barbeque,4.78,2014-11-05
201,Pat,Webster,Vietnam Restaurant,9.83,2014-11-16
202,Pat,Webster,Siam Cusine,9.68,2014-11-05
203,Pat,Webster,The Magical Spices,6.02,2014-11-21
204,Pat,Webster,The Caramel Hog,2.83,2014-11-07
205,Pat,Webster,Harvest,12.06,2014-11-29
206,Belinda,Guerrero,Burgers and Fries,5.07,2014-11-05
207,Belinda,Guerrero,The Caviar Salmon,7.28,2014-11-08
208,Belinda,Guerrero,Interlude,12.72,2014-11-24
209,Belinda,Guerrero,The Crimson Horse,7.2,2014-11-12
210,Belinda,Guerrero,Wiener House,4.18,2014-11-14
211,Sandy,Boyd,A Cut Above,5.51,2014-11-26
212,Sandy,Boyd,Irifune Place,8.83,2014-11-24
213,Sandy,Boyd,Fangs,9.3,2014-11-19
214,Sandy,Boyd,Tranquility,11.74,2014-11-04
215,Sandy,Boyd,Bistro Bob,4.69,2014-11-15
216,Nathan,Gill,The Court Bites,7.35,2014-11-08
217,Nathan,Gill,Aroma,8.56,2014-11-11
218,Nathan,Gill,Estradanas,9.92,2014-11-18
219,Nathan,Gill,The Olive Port,5.34,2014-11-25
220,Nathan,Gill,The Caviar Salmon,4.98,2014-11-19
221,Pat,Hughes,Hofbrau Deluxe,8.87,2014-11-03
222,Pat,Hughes,Chops and Ribs,3.69,2014-11-30
223,Pat,Hughes,The Cool Pizzeria,4.45,2014-11-19
224,Pat,Hughes,The Hot Oak,9.73,2014-11-25
225,Pat,Hughes,Jean's Place,8.64,2014-11-17
226,Ismael,Bridges,Sapphire,2.83,2014-11-13
227,Ismael,Bridges,Wiener House,3.26,2014-11-15
228,Ismael,Bridges,Bistro Bob,1.95,2014-11-27
229,Ismael,Bridges,The Depot,4.08,2014-11-02
230,Ismael,Bridges,Estradanas,9.83,2014-11-24
231,Nadine,Gregory,Starlight,11.98,2014-11-25
232,Nadine,Gregory,Siam Cusine,10.35,2014-11-05
233,Nadine,Gregory,The Amber Cuisine,13.16,2014-11-21
234,Nadine,Gregory,The Noodle Fiddler,8.68,2014-11-29
235,Nadine,Gregory,The River Blossom,11.99,2014-11-06
236,Camille,Mcguire,Burgers and Fries,4.98,2014-11-19
237,Camille,Mcguire,The Noodle Fiddler,8.65,2014-11-12
238,Camille,Mcguire,Harvest,11.74,2014-11-09
239,Camille,Mcguire,Mamoun's,12.08,2014-11-28
240,Camille,Mcguire,Ranch House,8.61,2014-11-27
241,Margarita,Buchanan,The Crown,4.07,2014-11-14
242,Margarita,Buchanan,Harvest,15.14,2014-11-03
243,Margarita,Buchanan,Tranquility,12.58,2014-11-06
244,Margarita,Buchanan,Fargo,9.05,2014-11-09
245,Margarita,Buchanan,The Crimson Horse,6.27,2014-11-10
246,Lydia,Lynch,A Cut Above,7.84,2014-11-09
247,Lydia,Lynch,The Cool Pizzeria,6.59,2014-11-13
248,Lydia,Lynch,Burgers and Fries,3.7,2014-11-04
249,Lydia,Lynch,The Depot,5.4,2014-11-26
250,Lydia,Lynch,Bistro Bob,5.03,2014-11-15
251,Randal,Spencer,The Indian Smith,8.73,2014-11-09
252,Randal,Spencer,The Noodle Fiddler,8.66,2014-11-16
253,Randal,Spencer,The Court Bites,8.01,2014-11-10
254,Randal,Spencer,The Caramel Hog,4.19,2014-11-02
255,Randal,Spencer,Ranch House,8.61,2014-11-27
256,Eduardo,Johnson,The River Blossom,15.04,2014-11-14
257,Eduardo,Johnson,The Crimson Horse,6.53,2014-11-01
258,Eduardo,Johnson,Midnight,13.07,2014-11-18
259,Eduardo,Johnson,Fargo,9.23,2014-11-13
260,Eduardo,Johnson,Wiener House,5.55,2014-11-16
261,Salvador,Watts,Nattos,13.16,2014-11-02
262,Salvador,Watts,Chance,4.3,2014-11-20
263,Salvador,Watts,The Mockingbird,4.67,2014-11-12
264,Salvador,Watts,The Depot,6.71,2014-11-29
265,Salvador,Watts,The Noodle Fiddler,9.68,2014-11-09
266,Irving,Anderson,The Court Bites,8.46,2014-11-05
267,Irving,Anderson,The Crimson Horse,5.92,2014-11-11
268,Irving,Anderson,The Sugar Badger,6.35,2014-11-04
269,Irving,Anderson,Harvest,13.27,2014-11-21
270,Irving,Anderson,The Olive Port,6.55,2014-11-22
271,Sherry,Dixon,Mamoun's,11.29,2014-11-14
272,Sherry,Dixon,The Crown,4.84,2014-11-22
273,Sherry,Dixon,The Court Bites,6.45,2014-11-13
274,Sherry,Dixon,The Caramel Hog,1.54,2014-11-09
275,Sherry,Dixon,Burgers and Fries,3.72,2014-11-18
276,Jerome,Bryan,Aroma,9.0,2014-11-30
277,Jerome,Bryan,Trilogy,8.01,2014-11-24
278,Jerome,Bryan,The Court Bites,7.67,2014-11-13
279,Jerome,Bryan,Bistro Bob,3.22,2014-11-23
280,Jerome,Bryan,Harvest,12.57,2014-11-05
281,Glenn,Reyes,Chops and Ribs,2.98,2014-11-13
282,Glenn,Reyes,Wiener House,5.37,2014-11-23
283,Glenn,Reyes,The Noodle Fiddler,9.03,2014-11-25
284,Glenn,Reyes,Mamoun's,10.93,2014-11-09
285,Glenn,Reyes,Big Daddy Barbeque,1.62,2014-11-20
286,Diane,Zimmerman,The Caramel Hog,3.47,2014-11-06
287,Diane,Zimmerman,The Amber Cuisine,12.99,2014-11-24
288,Diane,Zimmerman,The Mockingbird,4.58,2014-11-03
289,Diane,Zimmerman,Molinarinari,10.63,2014-11-09
290,Diane,Zimmerman,Midnight,12.32,2014-11-11
291,Lisa,Bowers,Starlight,11.09,2014-11-04
292,Lisa,Bowers,Estradanas,9.82,2014-11-22
293,Lisa,Bowers,Sapphire,3.86,2014-11-02
294,Lisa,Bowers,Burgers and Fries,3.99,2014-11-08
295,Lisa,Bowers,Siam Cusine,9.14,2014-11-25
296,Wallace,Sharp,The Sugar Badger,5.44,2014-11-20
297,Wallace,Sharp,Hofbrau Deluxe,7.67,2014-11-02
298,Wallace,Sharp,The Crimson Horse,8.58,2014-11-18
299,Wallace,Sharp,Aroma,9.17,2014-11-21
300,Wallace,Sharp,The Hot Oak,8.18,2014-11-16
301,Craig,Alvarado,The Court Bites,6.92,2014-11-25
302,Craig,Alvarado,Jean's Place,9.35,2014-11-18
303,Craig,Alvarado,Aroma,8.09,2014-11-20
304,Craig,Alvarado,The Caviar Salmon,2.7,2014-11-17
305,Craig,Alvarado,Bistro Bob,4.6,2014-11-09
306,Travis,Nelson,Sapphire,4.6,2014-11-16
307,Travis,Nelson,Vietnam Restaurant,9.9,2014-11-23
308,Travis,Nelson,Jean's Place,8.27,2014-11-24
309,Travis,Nelson,The Hot Oak,9.02,2014-11-14
310,Travis,Nelson,Molinarinari,7.48,2014-11-19
311,Sherri,Byrd,Wiener House,3.09,2014-11-06
312,Sherri,Byrd,Mamoun's,10.74,2014-11-20
313,Sherri,Byrd,A Cut Above,9.31,2014-11-12
314,Sherri,Byrd,The Magical Spices,5.75,2014-11-08
315,Sherri,Byrd,The Crimson Horse,7.2,2014-11-14
316,Percy,Hines,Vietnam Restaurant,12.09,2014-11-04
317,Percy,Hines,Chops and Ribs,4.07,2014-11-01
318,Percy,Hines,Mary's Diner,3.75,2014-11-03
319,Percy,Hines,Burgers and Fries,5.02,2014-11-17
320,Percy,Hines,Bistro Bob,4.7,2014-11-21
321,Alton,Mcdaniel,Bistro Bob,4.2,2014-11-29
322,Alton,Mcdaniel,Midnight,13.0,2014-11-12
323,Alton,Mcdaniel,Estradanas,7.66,2014-11-22
324,Alton,Mcdaniel,The Court Bites,7.15,2014-11-21
325,Alton,Mcdaniel,Fluorescence,12.09,2014-11-09
326,Jonathon,Smith,Mamoun's,12.13,2014-11-10
327,Jonathon,Smith,Chops and Ribs,3.2,2014-11-07
328,Jonathon,Smith,The Caramel Hog,3.98,2014-11-21
329,Jonathon,Smith,Interlude,12.47,2014-11-23
330,Jonathon,Smith,The Amber Lion,5.58,2014-11-02
331,Kristopher,Torres,Jean's Place,8.46,2014-11-06
332,Kristopher,Torres,Fluorescence,12.04,2014-11-13
333,Kristopher,Torres,China Palace,9.13,2014-11-16
334,Kristopher,Torres,Harvest,15.2,2014-11-03
335,Kristopher,Torres,The River Blossom,13.51,2014-11-14
336,Lola,Holland,The Caviar Salmon,3.41,2014-11-10
337,Lola,Holland,Siam Cusine,7.69,2014-11-19
338,Lola,Holland,The Mad Oak,10.83,2014-11-04
339,Lola,Holland,The Cool Pizzeria,5.71,2014-11-27
340,Lola,Holland,The Crimson Horse,7.92,2014-11-13
341,Janet,Fowler,Fluorescence,12.17,2014-11-22
342,Janet,Fowler,Mamoun's,13.79,2014-11-21
343,Janet,Fowler,Jean's Place,8.35,2014-11-29
344,Janet,Fowler,Aroma,8.18,2014-11-14
345,Janet,Fowler,Trilogy,7.81,2014-11-03
346,Blake,Barber,Molinarinari,8.57,2014-11-09
347,Blake,Barber,Bambino,5.2,2014-11-23
348,Blake,Barber,The Olive Port,6.75,2014-11-04
349,Blake,Barber,The Caviar Salmon,4.09,2014-11-22
350,Blake,Barber,Nattos,10.51,2014-11-12
351,Elsie,Stokes,Irifune Place,10.26,2014-11-11
352,Elsie,Stokes,Trilogy,4.74,2014-11-01
353,Elsie,Stokes,Fargo,7.85,2014-11-17
354,Elsie,Stokes,The Magical Spices,5.56,2014-11-27
355,Elsie,Stokes,Tranquility,13.29,2014-11-28
356,Darrin,Ortega,The Crown,6.13,2014-11-19
357,Darrin,Ortega,Fargo,7.97,2014-11-27
358,Darrin,Ortega,The Depot,6.91,2014-11-24
359,Darrin,Ortega,Wolfs,8.49,2014-11-26
360,Darrin,Ortega,The Court Bites,9.23,2014-11-07
361,Gerald,Becker,Irifune Place,9.08,2014-11-10
362,Gerald,Becker,The Indian Smith,8.23,2014-11-23
363,Gerald,Becker,The Crown,8.08,2014-11-27
364,Gerald,Becker,The River Blossom,13.65,2014-11-15
365,Gerald,Becker,Siam Cusine,9.22,2014-11-07
366,Rachel,Williams,China Palace,9.0,2014-11-08
367,Rachel,Williams,The Court Bites,9.56,2014-11-09
368,Rachel,Williams,Ranch House,9.2,2014-11-12
369,Rachel,Williams,Mamoun's,10.79,2014-11-18
370,Rachel,Williams,Irifune Place,12.18,2014-11-21
371,Gustavo,Walton,The Crown,7.49,2014-11-15
372,Gustavo,Walton,The Court Bites,8.78,2014-11-04
373,Gustavo,Walton,Mary's Diner,4.32,2014-11-03
374,Gustavo,Walton,Nattos,12.71,2014-11-13
375,Gustavo,Walton,The Sugar Badger,5.55,2014-11-09
376,Phyllis,Wong,Burgers and Fries,3.25,2014-11-16
377,Phyllis,Wong,Starlight,14.73,2014-11-05
378,Phyllis,Wong,The Olive Port,5.02,2014-11-27
379,Phyllis,Wong,Fluorescence,12.67,2014-11-04
380,Phyllis,Wong,Fargo,8.36,2014-11-18
381,Clinton,Simon,A Cut Above,8.22,2014-11-12
382,Clinton,Simon,Molinarinari,9.46,2014-11-24
383,Clinton,Simon,The Court Bites,7.63,2014-11-07
384,Clinton,Simon,The Caramel Hog,3.87,2014-11-29
385,Clinton,Simon,The Mockingbird,4.61,2014-11-16
386,Wanda,Floyd,Molinarinari,8.68,2014-11-21
387,Wanda,Floyd,The Crown,6.28,2014-11-06
388,Wanda,Floyd,Siam Cusine,9.46,2014-11-25
389,Wanda,Floyd,Tranquility,12.57,2014-11-12
390,Wanda,Floyd,Mamoun's,11.3,2014-11-07
391,Cindy,Poole,Fangs,8.5,2014-11-06
392,Cindy,Poole,Siam Cusine,9.64,2014-11-03
393,Cindy,Poole,A Cut Above,8.19,2014-11-18
394,Cindy,Poole,The Crimson Horse,6.2,2014-11-17
395,Cindy,Poole,Jean's Place,8.28,2014-11-10
396,Veronica,Delgado,The Court Bites,10.26,2014-11-24
397,Veronica,Delgado,Jean's Place,9.08,2014-11-23
398,Veronica,Delgado,Trilogy,7.92,2014-11-10
399,Veronica,Delgado,The Hot Oak,9.19,2014-11-09
400,Veronica,Delgado,The Indian Smith,7.62,2014-11-17
401,Raquel,Armstrong,Tranquility,13.17,2014-11-18
402,Raquel,Armstrong,Trilogy,7.76,2014-11-09
403,Raquel,Armstrong,Bistro Bob,3.53,2014-11-14
404,Raquel,Armstrong,Mamoun's,7.99,2014-11-02
405,Raquel,Armstrong,Interlude,11.14,2014-11-22
406,Timmy,Mills,Hofbrau Deluxe,9.05,2014-11-14
407,Timmy,Mills,The Depot,8.08,2014-11-22
408,Timmy,Mills,Chops and Ribs,2.73,2014-11-11
409,Timmy,Mills,The Caviar Salmon,5.7,2014-11-25
410,Timmy,Mills,Mamoun's,10.89,2014-11-05
411,Jose,Arnold,Hofbrau Deluxe,7.3,2014-11-06
412,Jose,Arnold,The Crown,4.37,2014-11-02
413,Jose,Arnold,Midnight,13.87,2014-11-08
414,Jose,Arnold,Bambino,5.24,2014-11-13
415,Jose,Arnold,Fluorescence,11.89,2014-11-26
416,Cornelius,Hunter,A Cut Above,8.41,2014-11-23
417,Cornelius,Hunter,Midnight,14.97,2014-11-24
418,Cornelius,Hunter,Jean's Place,8.0,2014-11-26
419,Cornelius,Hunter,The Cool Pizzeria,5.91,2014-11-25
420,Cornelius,Hunter,Ranch House,9.97,2014-11-11
421,Audrey,Fuller,The Caviar Salmon,4.45,2014-11-28
422,Audrey,Fuller,Tranquility,11.58,2014-11-04
423,Audrey,Fuller,The Sugar Badger,6.93,2014-11-24
424,Audrey,Fuller,The Amber Lion,6.56,2014-11-01
425,Audrey,Fuller,The Caramel Hog,3.3,2014-11-03
426,Whitney,Graham,Hofbrau Deluxe,10.38,2014-11-09
427,Whitney,Graham,Fargo,10.36,2014-11-24
428,Whitney,Graham,Sapphire,2.07,2014-11-14
429,Whitney,Graham,Fluorescence,12.52,2014-11-02
430,Whitney,Graham,Chops and Ribs,2.93,2014-11-30
431,Deanna,Newman,Mary's Diner,0.25,2014-11-13
432,Deanna,Newman,Fluorescence,12.67,2014-11-15
433,Deanna,Newman,Nattos,13.51,2014-11-22
434,Deanna,Newman,Sapphire,3.02,2014-11-03
435,Deanna,Newman,Bambino,2.51,2014-11-14
436,Edith,Green,The Cool Pizzeria,7.03,2014-11-26
437,Edith,Green,The Mad Oak,13.98,2014-11-25
438,Edith,Green,The Caviar Salmon,4.89,2014-11-02
439,Edith,Green,Starlight,13.4,2014-11-21
440,Edith,Green,Wolfs,9.26,2014-11-27
441,Lucia,Burton,Burgers and Fries,3.83,2014-11-06
442,Lucia,Burton,The Olive Port,6.37,2014-11-13
443,Lucia,Burton,The Caramel Hog,4.11,2014-11-01
444,Lucia,Burton,A Cut Above,8.27,2014-11-28
445,Lucia,Burton,The Noodle Fiddler,8.26,2014-11-14
446,Melinda,Mathis,Chops and Ribs,3.84,2014-11-08
447,Melinda,Mathis,Midnight,11.7,2014-11-21
448,Melinda,Mathis,The Noodle Fiddler,8.71,2014-11-20
449,Melinda,Mathis,Irifune Place,9.9,2014-11-07
450,Melinda,Mathis,The Mad Oak,13.51,2014-11-29
451,Shelly,Oliver,Siam Cusine,8.26,2014-11-28
452,Shelly,Oliver,Chance,4.74,2014-11-09
453,Shelly,Oliver,The Mad Oak,13.34,2014-11-05
454,Shelly,Oliver,The River Blossom,14.2,2014-11-29
455,Shelly,Oliver,Wolfs,11.38,2014-11-22
456,Winston,Dunn,The River Blossom,14.04,2014-11-14
457,Winston,Dunn,Starlight,12.79,2014-11-04
458,Winston,Dunn,Mamoun's,9.3,2014-11-26
459,Winston,Dunn,Big Daddy Barbeque,2.72,2014-11-12
460,Winston,Dunn,The Amber Cuisine,13.07,2014-11-16
461,Silvia,Estrada,Vietnam Restaurant,9.69,2014-11-01
462,Silvia,Estrada,Jean's Place,8.24,2014-11-10
463,Silvia,Estrada,The Hot Oak,8.4,2014-11-12
464,Silvia,Estrada,Siam Cusine,10.09,2014-11-11
465,Silvia,Estrada,Irifune Place,9.66,2014-11-18
466,Cary,Saunders,The Mad Oak,13.97,2014-11-13
467,Cary,Saunders,The Olive Port,6.21,2014-11-30
468,Cary,Saunders,The Crown,6.39,2014-11-26
