The Caviar Salmon,Maxine,Stewart,1
The Indian Smith,Maxine,Stewart,1
Chops and Ribs,Maxine,Stewart,0
Nattos,Maxine,Stewart,1
Mary's Diner,Maxine,Stewart,0
China Palace,Maxine,Stewart,0
The Noodle Fiddler,Maxine,Stewart,1
The Mad Oak,Maxine,Stewart,1
Bambino,Maxine,Stewart,0
The Crown,Maxine,Stewart,0
The Hot Oak,Marlon,Morton,0
Fluorescence,Marlon,Morton,1
The Depot,Marlon,Morton,0
Siam Cusine,Marlon,Morton,1
Wolfs,Marlon,Morton,1
The Mockingbird,Marlon,Morton,0
Nattos,Marlon,Morton,1
Irifune Place,Marlon,Morton,1
The Crown,Marlon,Morton,0
Fargo,Marlon,Morton,1
The Court Bites,Marlon,Morton,1
The Caviar Salmon,Marlon,Morton,0
Ranch House,Marlon,Morton,1
Sapphire,Marlon,Morton,0
The Noodle Fiddler,Marlon,Morton,1
The Caramel Hog,Marlon,Morton,0
The Amber Cuisine,Marlon,Morton,1
The Olive Port,Marlon,Morton,0
Bistro Bob,Marlon,Morton,0
The Indian Smith,Marlon,Morton,1
China Palace,Leslie,Fields,0
Tranquility,Leslie,Fields,1
Midnight,Leslie,Fields,1
The Mad Oak,Leslie,Fields,1
Irifune Place,Leslie,Fields,0
The Mockingbird,Leslie,Fields,0
Bistro Bob,Leslie,Fields,0
Big Daddy Barbeque,Leslie,Fields,0
Trilogy,Leslie,Fields,0
Wolfs,Leslie,Fields,1
Sapphire,Leslie,Fields,0
Starlight,Leslie,Fields,1
The Amber Lion,Leslie,Fields,1
Estradanas,Leslie,Fields,0
The River Blossom,Leslie,Fields,1
The Noodle Fiddler,Leslie,Fields,1
Hofbrau Deluxe,Leslie,Fields,1
The Depot,Leslie,Fields,1
Irifune Place,Debra,Nash,1
Harvest,Debra,Nash,1
The Crown,Debra,Nash,0
The Olive Port,Debra,Nash,0
Vietnam Restaurant,Debra,Nash,0
Wiener House,Debra,Nash,0
Fluorescence,Debra,Nash,1
Mary's Diner,Debra,Nash,0
The Hot Oak,Debra,Nash,1
Aroma,Debra,Nash,0
Bistro Bob,Debra,Nash,0
Chance,Debra,Nash,0
Midnight,Debra,Nash,1
Hofbrau Deluxe,Debra,Nash,1
A Cut Above,Debra,Nash,0
Nattos,Debra,Nash,1
The Noodle Fiddler,Debra,Nash,1
Molinarinari,Debra,Nash,1
The Amber Lion,Debra,Nash,0
The Caramel Hog,Debra,Nash,0
Estradanas,Chris,Gibbs,1
Nattos,Chris,Gibbs,1
Burgers and Fries,Chris,Gibbs,0
The Caramel Hog,Chris,Gibbs,0
Tranquility,Chris,Gibbs,1
The Crimson Horse,Chris,Gibbs,0
Wolfs,Chris,Gibbs,1
The Magical Spices,Chris,Gibbs,0
The River Blossom,Chris,Gibbs,1
Trilogy,Chris,Gibbs,1
Harvest,Chris,Gibbs,1
The Noodle Fiddler,Chris,Gibbs,1
Fluorescence,Chris,Gibbs,1
The Amber Lion,Chris,Gibbs,1
Mamoun's,Chris,Gibbs,1
Wiener House,Chris,Gibbs,0
The Indian Smith,Adrienne,Moore,0
The Cool Pizzeria,Adrienne,Moore,1
Ranch House,Adrienne,Moore,0
The Hot Oak,Adrienne,Moore,1
Tranquility,Adrienne,Moore,1
Wolfs,Adrienne,Moore,0
Jean's Place,Adrienne,Moore,1
Harvest,Adrienne,Moore,1
The River Blossom,Adrienne,Moore,1
Burgers and Fries,Adrienne,Moore,0
The Sugar Badger,Adrienne,Moore,1
Midnight,Adrienne,Moore,1
Interlude,Adrienne,Moore,1
Nattos,Adrienne,Moore,1
The Caviar Salmon,Adrienne,Moore,0
The Amber Cuisine,Adrienne,Moore,1
The Caramel Hog,Adrienne,Moore,0
Irifune Place,Miguel,Welch,0
Hofbrau Deluxe,Miguel,Welch,0
The Crimson Horse,Miguel,Welch,1
Fangs,Miguel,Welch,1
Starlight,Miguel,Welch,1
The Cool Pizzeria,Miguel,Welch,0
The Amber Lion,Miguel,Welch,1
Fargo,Miguel,Welch,0
Aroma,Miguel,Welch,1
The Magical Spices,Miguel,Welch,0
The Caramel Hog,Miguel,Welch,0
The Hot Oak,Miguel,Welch,1
China Palace,Miguel,Welch,0
A Cut Above,Miguel,Welch,0
Interlude,Miguel,Welch,1
Bambino,Miguel,Welch,0
Sapphire,Miguel,Welch,0
The Magical Spices,Blanche,Flowers,1
The Sugar Badger,Blanche,Flowers,0
Molinarinari,Blanche,Flowers,0
Bistro Bob,Blanche,Flowers,0
Starlight,Blanche,Flowers,1
Burgers and Fries,Blanche,Flowers,0
The Olive Port,Blanche,Flowers,0
Vietnam Restaurant,Blanche,Flowers,1
The Caviar Salmon,Blanche,Flowers,1
Fargo,Blanche,Flowers,1
The Depot,Blanche,Flowers,0
The Crown,Blanche,Flowers,1
Tranquility,Blanche,Flowers,1
Wolfs,Blanche,Flowers,0
The Indian Smith,Blanche,Flowers,0
Fangs,Blanche,Flowers,1
Interlude,Blanche,Flowers,1
Harvest,Blanche,Flowers,1
Wiener House,Blanche,Flowers,0
Fluorescence,Blanche,Flowers,1
Bambino,Roberto,Wood,0
The Amber Cuisine,Roberto,Wood,1
The Caviar Salmon,Roberto,Wood,0
Bistro Bob,Roberto,Wood,0
Trilogy,Roberto,Wood,0
Vietnam Restaurant,Roberto,Wood,0
Mary's Diner,Roberto,Wood,0
The Crown,Roberto,Wood,0
Ranch House,Roberto,Wood,1
Harvest,Roberto,Wood,1
Estradanas,Roberto,Wood,0
Wiener House,Roberto,Wood,0
The Crimson Horse,Roberto,Wood,1
Molinarinari,Roberto,Wood,1
Starlight,Roberto,Wood,1
The Olive Port,Roberto,Wood,0
The Depot,Lucy,Patterson,1
Fluorescence,Lucy,Patterson,1
Nattos,Lucy,Patterson,1
The Sugar Badger,Lucy,Patterson,1
The Caramel Hog,Lucy,Patterson,0
Aroma,Lucy,Patterson,1
Wiener House,Lucy,Patterson,0
The Magical Spices,Lucy,Patterson,0
Mamoun's,Lucy,Patterson,0
Vietnam Restaurant,Lucy,Patterson,0
Siam Cusine,Lucy,Patterson,0
The Mockingbird,Lucy,Patterson,0
Hofbrau Deluxe,Lucy,Patterson,1
The Mad Oak,Lucy,Patterson,1
The Crown,Lucy,Patterson,0
Chance,Lucy,Patterson,0
Irifune Place,Lucy,Patterson,0
The Court Bites,Lucy,Patterson,1
Sapphire,Lucy,Patterson,0
The Amber Lion,Lucy,Patterson,0
China Palace,Geraldine,Harrington,1
Sapphire,Geraldine,Harrington,1
A Cut Above,Geraldine,Harrington,1
Chance,Geraldine,Harrington,0
Bistro Bob,Geraldine,Harrington,0
Trilogy,Geraldine,Harrington,1
Burgers and Fries,Geraldine,Harrington,0
The Amber Cuisine,Geraldine,Harrington,1
The Crimson Horse,Geraldine,Harrington,0
Interlude,Geraldine,Harrington,1
The Hot Oak,Geraldine,Harrington,0
The Amber Lion,Geraldine,Harrington,1
Molinarinari,Geraldine,Harrington,0
Wiener House,Geraldine,Harrington,0
The Magical Spices,Geraldine,Harrington,0
Bambino,Geraldine,Harrington,1
The Hot Oak,Alonzo,Klein,0
Irifune Place,Alonzo,Klein,0
Starlight,Alonzo,Klein,1
The Noodle Fiddler,Alonzo,Klein,1
Vietnam Restaurant,Alonzo,Klein,1
Wiener House,Alonzo,Klein,0
The Olive Port,Alonzo,Klein,0
Fluorescence,Alonzo,Klein,1
Molinarinari,Alonzo,Klein,1
Sapphire,Alonzo,Klein,0
Nattos,Alonzo,Klein,1
A Cut Above,Alonzo,Klein,1
The Indian Smith,Alonzo,Klein,0
Burgers and Fries,Alonzo,Klein,0
Jean's Place,Alonzo,Klein,1
Bambino,Alonzo,Klein,0
Siam Cusine,Alonzo,Klein,1
The Mockingbird,Alonzo,Klein,0
The Mad Oak,Alonzo,Klein,1
The Olive Port,Susan,James,0
Vietnam Restaurant,Susan,James,1
Wiener House,Susan,James,0
Trilogy,Susan,James,1
Starlight,Susan,James,1
Fluorescence,Susan,James,1
The Indian Smith,Susan,James,1
The Cool Pizzeria,Susan,James,0
The River Blossom,Susan,James,1
Chance,Susan,James,1
Estradanas,Susan,James,1
The Caramel Hog,Susan,James,0
Mary's Diner,Susan,James,0
China Palace,Susan,James,1
The Amber Lion,Susan,James,0
Chops and Ribs,Susan,James,0
Nattos,Susan,James,1
The Amber Cuisine,Susan,James,1
The Noodle Fiddler,Susan,James,1
Irifune Place,Susan,James,0
Tranquility,Lela,Collins,1
Estradanas,Lela,Collins,1
Mamoun's,Lela,Collins,1
Starlight,Lela,Collins,1
The Caviar Salmon,Lela,Collins,1
The Depot,Lela,Collins,1
Burgers and Fries,Lela,Collins,1
Fluorescence,Lela,Collins,1
Aroma,Lela,Collins,1
Wiener House,Lela,Collins,0
Fargo,Lela,Collins,1
Wolfs,Lela,Collins,1
Interlude,Lela,Collins,1
Nattos,Lela,Collins,1
The Amber Cuisine,Lela,Collins,1
The Noodle Fiddler,Lela,Collins,0
Ranch House,Lela,Collins,1
Siam Cusine,Greg,Townsend,0
Starlight,Greg,Townsend,1
Wiener House,Greg,Townsend,0
Jean's Place,Greg,Townsend,1
The Cool Pizzeria,Greg,Townsend,1
Chance,Greg,Townsend,0
The Caviar Salmon,Greg,Townsend,0
Sapphire,Greg,Townsend,0
Nattos,Greg,Townsend,1
Harvest,Greg,Townsend,1
The Court Bites,Greg,Townsend,0
Fangs,Greg,Townsend,0
The Crown,Greg,Townsend,0
Molinarinari,Greg,Townsend,0
The Amber Cuisine,Greg,Townsend,1
Bistro Bob,Greg,Townsend,0
The Magical Spices,Greg,Townsend,1
The Amber Lion,Greg,Townsend,0
Ranch House,Greg,Townsend,0
The Hot Oak,Greg,Townsend,0
A Cut Above,Daniel,Cain,1
Siam Cusine,Daniel,Cain,0
Fluorescence,Daniel,Cain,1
Wolfs,Daniel,Cain,1
Irifune Place,Daniel,Cain,0
The Court Bites,Daniel,Cain,0
Midnight,Daniel,Cain,1
Chops and Ribs,Daniel,Cain,0
Ranch House,Daniel,Cain,1
The Amber Lion,Daniel,Cain,0
Big Daddy Barbeque,Daniel,Cain,0
Trilogy,Daniel,Cain,0
The Magical Spices,Daniel,Cain,0
Sapphire,Daniel,Cain,0
The Mad Oak,Daniel,Cain,1
The Cool Pizzeria,Daniel,Cain,0
Bistro Bob,Daniel,Cain,0
The Caviar Salmon,Daniel,Cain,0
Chance,Daniel,Cain,0
Hofbrau Deluxe,Daniel,Cain,1
The Hot Oak,Wilbert,Newton,1
The Amber Lion,Wilbert,Newton,1
Aroma,Wilbert,Newton,0
Jean's Place,Wilbert,Newton,1
The Caramel Hog,Wilbert,Newton,0
The Mad Oak,Wilbert,Newton,1
The Cool Pizzeria,Wilbert,Newton,0
Hofbrau Deluxe,Wilbert,Newton,1
China Palace,Wilbert,Newton,1
The Depot,Wilbert,Newton,0
Ranch House,Wilbert,Newton,1
The Amber Cuisine,Wilbert,Newton,1
Wiener House,Wilbert,Newton,0
Bistro Bob,Wilbert,Newton,0
The Crown,Wilbert,Newton,0
Fargo,Wilbert,Newton,0
Fluorescence,Wilbert,Newton,1
Chance,Wilbert,Newton,0
Chops and Ribs,Wilbert,Newton,0
The Mockingbird,Wilbert,Newton,0
The Hot Oak,Randy,Webb,0
The Magical Spices,Randy,Webb,0
The Amber Lion,Randy,Webb,1
Ranch House,Randy,Webb,1
Big Daddy Barbeque,Randy,Webb,0
Bistro Bob,Randy,Webb,1
Fargo,Randy,Webb,1
The Cool Pizzeria,Randy,Webb,0
Trilogy,Randy,Webb,0
Siam Cusine,Randy,Webb,1
Molinarinari,Randy,Webb,1
The Depot,Randy,Webb,1
Burgers and Fries,Randy,Webb,0
China Palace,Randy,Webb,0
Fangs,Randy,Webb,0
The Caviar Salmon,Randy,Webb,0
The Olive Port,Randy,Webb,1
The Indian Smith,Andrea,Garrett,0
Burgers and Fries,Andrea,Garrett,0
Aroma,Andrea,Garrett,1
Bistro Bob,Andrea,Garrett,0
Hofbrau Deluxe,Andrea,Garrett,0
Jean's Place,Andrea,Garrett,0
Bambino,Andrea,Garrett,1
The Sugar Badger,Andrea,Garrett,1
The Amber Cuisine,Andrea,Garrett,1
Midnight,Andrea,Garrett,1
Nattos,Andrea,Garrett,1
The Crimson Horse,Andrea,Garrett,1
Mary's Diner,Andrea,Garrett,0
The Caviar Salmon,Andrea,Garrett,0
The Cool Pizzeria,Andrea,Garrett,0
Trilogy,Andrea,Garrett,1
Fargo,Andrea,Garrett,1
Aroma,Ed,Morrison,0
Bambino,Ed,Morrison,0
The Crimson Horse,Ed,Morrison,0
Wolfs,Ed,Morrison,1
The Depot,Ed,Morrison,0
Vietnam Restaurant,Ed,Morrison,1
The Indian Smith,Ed,Morrison,1
Bistro Bob,Ed,Morrison,0
Starlight,Ed,Morrison,1
The Cool Pizzeria,Ed,Morrison,0
Trilogy,Ed,Morrison,0
The Crown,Ed,Morrison,1
Molinarinari,Ed,Morrison,1
Fangs,Ed,Morrison,1
The Sugar Badger,Ed,Morrison,0
The Magical Spices,Ed,Morrison,0
Fargo,Ed,Morrison,1
Harvest,Ed,Morrison,1
Mamoun's,Ed,Morrison,1
Wiener House,Ed,Morrison,0
Burgers and Fries,Lee,Wolfe,1
Bistro Bob,Lee,Wolfe,0
Mary's Diner,Lee,Wolfe,0
Starlight,Lee,Wolfe,1
The Caramel Hog,Lee,Wolfe,0
China Palace,Lee,Wolfe,1
The Mad Oak,Lee,Wolfe,1
Interlude,Lee,Wolfe,1
Fargo,Lee,Wolfe,1
Mamoun's,Lee,Wolfe,1
Chops and Ribs,Lee,Wolfe,0
Midnight,Lee,Wolfe,1
The Hot Oak,Lee,Wolfe,0
A Cut Above,Lee,Wolfe,0
The Cool Pizzeria,Lee,Wolfe,0
Tranquility,Lee,Wolfe,1
The Sugar Badger,Lee,Wolfe,0
The Mockingbird,Lee,Wolfe,0
Hofbrau Deluxe,Stacey,Banks,1
Big Daddy Barbeque,Stacey,Banks,0
Harvest,Stacey,Banks,1
Midnight,Stacey,Banks,1
Ranch House,Stacey,Banks,0
A Cut Above,Stacey,Banks,0
Chops and Ribs,Stacey,Banks,0
The Magical Spices,Stacey,Banks,1
Fargo,Stacey,Banks,0
The Amber Cuisine,Stacey,Banks,1
The Court Bites,Stacey,Banks,1
The Sugar Badger,Stacey,Banks,0
Wiener House,Stacey,Banks,0
The River Blossom,Stacey,Banks,1
Sapphire,Stacey,Banks,0
Bambino,Stacey,Banks,0
Mamoun's,Stacey,Banks,1
China Palace,Stacey,Banks,1
Estradanas,Stacey,Banks,0
The Magical Spices,Georgia,Munoz,1
The Noodle Fiddler,Georgia,Munoz,1
The Depot,Georgia,Munoz,1
Trilogy,Georgia,Munoz,1
Starlight,Georgia,Munoz,1
Burgers and Fries,Georgia,Munoz,0
Wolfs,Georgia,Munoz,0
The Mockingbird,Georgia,Munoz,0
Interlude,Georgia,Munoz,1
The Crown,Georgia,Munoz,0
The Sugar Badger,Georgia,Munoz,1
Fangs,Georgia,Munoz,0
Sapphire,Georgia,Munoz,0
Ranch House,Georgia,Munoz,1
Aroma,Georgia,Munoz,1
Vietnam Restaurant,Georgia,Munoz,1
Chops and Ribs,Georgia,Munoz,0
Bistro Bob,Georgia,Munoz,1
China Palace,Bernadette,Frank,0
The Amber Lion,Bernadette,Frank,0
Bistro Bob,Bernadette,Frank,0
Harvest,Bernadette,Frank,1
The Mad Oak,Bernadette,Frank,1
The Mockingbird,Bernadette,Frank,0
Wiener House,Bernadette,Frank,0
Wolfs,Bernadette,Frank,0
Fluorescence,Bernadette,Frank,1
Burgers and Fries,Bernadette,Frank,0
Mary's Diner,Bernadette,Frank,0
The River Blossom,Bernadette,Frank,1
Starlight,Bernadette,Frank,1
Tranquility,Bernadette,Frank,1
The Caviar Salmon,Bernadette,Frank,0
Trilogy,Bernadette,Frank,0
The Crimson Horse,Bernadette,Frank,1
Chops and Ribs,Bernadette,Frank,0
Chance,Bernadette,Frank,0
Hofbrau Deluxe,Bernadette,Frank,0
Midnight,Jared,Turner,1
The Mockingbird,Jared,Turner,0
The Crimson Horse,Jared,Turner,1
Vietnam Restaurant,Jared,Turner,1
The Amber Lion,Jared,Turner,1
Bistro Bob,Jared,Turner,0
The Mad Oak,Jared,Turner,1
Nattos,Jared,Turner,1
Mamoun's,Jared,Turner,1
Fangs,Jared,Turner,1
Irifune Place,Jared,Turner,1
Fluorescence,Jared,Turner,1
Siam Cusine,Jared,Turner,1
The Caramel Hog,Jared,Turner,1
Hofbrau Deluxe,Jared,Turner,1
The River Blossom,Jared,Turner,1
Wolfs,Jared,Turner,1
Harvest,Jared,Turner,1
The Court Bites,Marjorie,Stevenson,0
The River Blossom,Marjorie,Stevenson,1
The Crown,Marjorie,Stevenson,1
Aroma,Marjorie,Stevenson,1
Big Daddy Barbeque,Marjorie,Stevenson,0
Nattos,Marjorie,Stevenson,1
Siam Cusine,Marjorie,Stevenson,1
Fargo,Marjorie,Stevenson,1
The Hot Oak,Marjorie,Stevenson,1
The Noodle Fiddler,Marjorie,Stevenson,0
Mamoun's,Marjorie,Stevenson,1
The Amber Cuisine,Marjorie,Stevenson,1
Wiener House,Marjorie,Stevenson,0
Mary's Diner,Marjorie,Stevenson,0
Midnight,Marjorie,Stevenson,1
The Crimson Horse,Marjorie,Stevenson,0
The Caviar Salmon,Marjorie,Stevenson,0
The Cool Pizzeria,Marjorie,Stevenson,0
Ranch House,Marjorie,Stevenson,1
Hofbrau Deluxe,John,Porter,0
Mary's Diner,John,Porter,0
Wiener House,John,Porter,0
A Cut Above,John,Porter,0
The Magical Spices,John,Porter,0
Midnight,John,Porter,1
The Crown,John,Porter,1
Sapphire,John,Porter,0
China Palace,John,Porter,0
Trilogy,John,Porter,0
The Caviar Salmon,John,Porter,0
The Hot Oak,John,Porter,1
The Noodle Fiddler,John,Porter,0
Siam Cusine,John,Porter,0
Tranquility,John,Porter,1
Ranch House,John,Porter,1
Starlight,John,Porter,1
Chops and Ribs,John,Porter,0
Bambino,John,Porter,0
The Olive Port,John,Porter,0
The Caviar Salmon,Gilberto,Hudson,0
The Magical Spices,Gilberto,Hudson,1
Midnight,Gilberto,Hudson,1
The Cool Pizzeria,Gilberto,Hudson,1
Harvest,Gilberto,Hudson,1
A Cut Above,Gilberto,Hudson,0
The Olive Port,Gilberto,Hudson,0
China Palace,Gilberto,Hudson,0
The Crown,Gilberto,Hudson,1
The River Blossom,Gilberto,Hudson,1
Vietnam Restaurant,Gilberto,Hudson,0
Hofbrau Deluxe,Gilberto,Hudson,0
Sapphire,Gilberto,Hudson,0
Interlude,Gilberto,Hudson,1
The Caramel Hog,Gilberto,Hudson,0
The Sugar Badger,Gilberto,Hudson,1
Irifune Place,Gilberto,Hudson,0
The Sugar Badger,Laverne,Jenkins,1
The Hot Oak,Laverne,Jenkins,1
Bistro Bob,Laverne,Jenkins,0
Irifune Place,Laverne,Jenkins,0
The River Blossom,Laverne,Jenkins,1
Harvest,Laverne,Jenkins,1
Trilogy,Laverne,Jenkins,0
Fluorescence,Laverne,Jenkins,1
Chops and Ribs,Laverne,Jenkins,0
The Crown,Laverne,Jenkins,0
Hofbrau Deluxe,Laverne,Jenkins,1
Wiener House,Laverne,Jenkins,0
Tranquility,Laverne,Jenkins,1
Aroma,Laverne,Jenkins,0
Fargo,Laverne,Jenkins,0
Vietnam Restaurant,Laverne,Jenkins,1
Chance,Laverne,Jenkins,1
The Depot,Laverne,Jenkins,1
Sapphire,Laverne,Jenkins,0
Irifune Place,Ignacio,Sullivan,1
The Sugar Badger,Ignacio,Sullivan,0
Harvest,Ignacio,Sullivan,1
The Depot,Ignacio,Sullivan,0
The Magical Spices,Ignacio,Sullivan,1
Hofbrau Deluxe,Ignacio,Sullivan,0
The Crimson Horse,Ignacio,Sullivan,1
Bambino,Ignacio,Sullivan,0
Trilogy,Ignacio,Sullivan,1
The Amber Cuisine,Ignacio,Sullivan,1
Chance,Ignacio,Sullivan,0
The Crown,Ignacio,Sullivan,1
Starlight,Ignacio,Sullivan,1
Vietnam Restaurant,Ignacio,Sullivan,0
Estradanas,Ignacio,Sullivan,0
Interlude,Ignacio,Sullivan,1
Fangs,Jane,Brewer,1
Trilogy,Jane,Brewer,0
The Caviar Salmon,Jane,Brewer,0
The Olive Port,Jane,Brewer,1
Siam Cusine,Jane,Brewer,1
Mamoun's,Jane,Brewer,0
China Palace,Jane,Brewer,1
The Depot,Jane,Brewer,0
Hofbrau Deluxe,Jane,Brewer,0
The Crown,Jane,Brewer,0
Estradanas,Jane,Brewer,0
Jean's Place,Jane,Brewer,1
The Court Bites,Jane,Brewer,1
The Crimson Horse,Jane,Brewer,0
Burgers and Fries,Jane,Brewer,0
Wiener House,Jane,Brewer,0
The Sugar Badger,Jane,Brewer,0
Bambino,Jane,Brewer,1
Harvest,Jane,Brewer,1
Wiener House,Jean,Norris,0
The Caramel Hog,Jean,Norris,0
The Caviar Salmon,Jean,Norris,0
Bambino,Jean,Norris,1
The Amber Lion,Jean,Norris,0
Ranch House,Jean,Norris,1
Irifune Place,Jean,Norris,1
Bistro Bob,Jean,Norris,0
Fluorescence,Jean,Norris,1
The Crown,Jean,Norris,0
Mamoun's,Jean,Norris,1
Siam Cusine,Jean,Norris,0
Interlude,Jean,Norris,1
The Hot Oak,Jean,Norris,0
Sapphire,Jean,Norris,0
A Cut Above,Jean,Norris,1
Chops and Ribs,Jean,Norris,0
The Mockingbird,Jean,Norris,0
Vietnam Restaurant,Jean,Norris,1
Starlight,Jean,Norris,1
Siam Cusine,Delbert,Simmons,1
Wiener House,Delbert,Simmons,0
Mamoun's,Delbert,Simmons,1
Midnight,Delbert,Simmons,1
Tranquility,Delbert,Simmons,1
The Noodle Fiddler,Delbert,Simmons,0
Burgers and Fries,Delbert,Simmons,0
Estradanas,Delbert,Simmons,0
The Court Bites,Delbert,Simmons,1
Fargo,Delbert,Simmons,1
The River Blossom,Delbert,Simmons,1
The Mockingbird,Delbert,Simmons,0
The Caramel Hog,Delbert,Simmons,0
A Cut Above,Delbert,Simmons,1
The Cool Pizzeria,Delbert,Simmons,1
Ranch House,Delbert,Simmons,0
Big Daddy Barbeque,Delbert,Simmons,0
Mary's Diner,Delbert,Simmons,0
The Hot Oak,Delbert,Simmons,1
Trilogy,Delbert,Simmons,1
Starlight,Meredith,Stone,1
Wolfs,Meredith,Stone,0
Nattos,Meredith,Stone,1
Wiener House,Meredith,Stone,0
The Olive Port,Meredith,Stone,0
Ranch House,Meredith,Stone,1
A Cut Above,Meredith,Stone,1
The Cool Pizzeria,Meredith,Stone,1
Burgers and Fries,Meredith,Stone,0
Midnight,Meredith,Stone,1
The Depot,Meredith,Stone,1
Estradanas,Meredith,Stone,1
Irifune Place,Meredith,Stone,1
Molinarinari,Meredith,Stone,0
Fargo,Meredith,Stone,1
The Indian Smith,Meredith,Stone,1
Big Daddy Barbeque,Meredith,Stone,0
Interlude,Meredith,Stone,1
The Caviar Salmon,Meredith,Stone,1
The Amber Lion,Meredith,Stone,0
Jean's Place,Toby,George,1
The Depot,Toby,George,0
Nattos,Toby,George,1
Chance,Toby,George,0
The Amber Cuisine,Toby,George,1
Sapphire,Toby,George,0
The Magical Spices,Toby,George,1
The Indian Smith,Toby,George,0
The Mockingbird,Toby,George,0
China Palace,Toby,George,1
Interlude,Toby,George,1
The Amber Lion,Toby,George,0
Trilogy,Toby,George,0
Wolfs,Toby,George,1
Fangs,Toby,George,0
The Mad Oak,Toby,George,1
The Caviar Salmon,Toby,George,1
The Sugar Badger,Toby,George,0
Nattos,Douglas,Hawkins,1
The Mockingbird,Douglas,Hawkins,0
Mary's Diner,Douglas,Hawkins,0
Big Daddy Barbeque,Douglas,Hawkins,0
Chance,Douglas,Hawkins,0
The Amber Cuisine,Douglas,Hawkins,1
Mamoun's,Douglas,Hawkins,1
Irifune Place,Douglas,Hawkins,1
The Noodle Fiddler,Douglas,Hawkins,1
Bambino,Douglas,Hawkins,0
Fangs,Douglas,Hawkins,1
Estradanas,Douglas,Hawkins,1
The Mad Oak,Douglas,Hawkins,1
Siam Cusine,Douglas,Hawkins,0
The Depot,Douglas,Hawkins,1
The Crown,Douglas,Hawkins,0
Sapphire,Douglas,Hawkins,0
Fluorescence,Douglas,Hawkins,1
The Caviar Salmon,Douglas,Hawkins,0
The Indian Smith,Douglas,Hawkins,1
The Hot Oak,Pat,Webster,0
Aroma,Pat,Webster,1
Chance,Pat,Webster,1
The Mockingbird,Pat,Webster,0
The Cool Pizzeria,Pat,Webster,0
Harvest,Pat,Webster,1
Interlude,Pat,Webster,1
Fargo,Pat,Webster,1
